speaker_id,gender,topics,conv_id,turn,text,length,label,clean_text,age_cat,clean_length
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1048,"you always go through the ground don't you? <pause dur=""long"" /> come down where I can get to you <pause dur=""short"" /> <unclear>what a bugger</unclear> <pause dur=""long"" /> <trunc>f</trunc> hell kinda move is that?",24,19_29,always go ground pause dur long come get pause dur short unclear bugger unclear pause dur long trunc f trunc hell kinda move,19-29,23
S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1049,"there may be some of this <pause dur=""short"" /> hang on <pause dur=""short"" /> oh",9,19_29,may pause dur short hang pause dur short oh,19-29,9
UNKMULTI,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1053,"<vocal desc=""laugh"" />",0,19_29,vocal desc laugh,19-29,3
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1054,what have you <unclear />?,5,19_29,unclear,19-29,1
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1067,"ah <vocal desc=""gasp"" /> <pause dur=""short"" /> terrible <pause dur=""short"" /> right <unclear /> wins <unclear /> but now I'm gonna kick some butt <pause dur=""long"" /> range isn't the problem here <pause dur=""short"" /> he's too slow <pause dur=""long"" />",25,19_29,ah vocal desc gasp pause dur short terrible pause dur short right unclear wins unclear gonna kick butt pause dur long range problem pause dur short slow pause dur long,19-29,30
S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1068,"oh <unclear>you can shout</unclear> <pause dur=""short"" /> a little bit <pause dur=""short"" /> <vocal desc=""laugh"" /> <pause dur=""short"" /> look",5,19_29,oh unclear shout unclear pause dur short little bit pause dur short vocal desc laugh pause dur short look,19-29,19
S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1072,"<vocal desc=""laugh"" /> <pause dur=""short"" /> a new challenger <vocal desc=""laugh"" />",3,19_29,vocal desc laugh pause dur short new challenger vocal desc laugh,19-29,11
S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1074,yeah,1,19_29,yeah,19-29,1
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1085,the guy from Metal Gear Solid or something,8,19_29,guy metal gear solid something,19-29,5
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1087,we get gay old Link,5,19_29,get gay old link,19-29,4
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1103,is she good?,4,19_29,good,19-29,1
S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1104,"yeah she's gonna kick my arse <pause dur=""short"" /> I dunno what I'm doing",16,19_29,yeah gonna kick arse pause dur short dunno,19-29,8
S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1114,probably got like sixty percent of the pixel count is probably on boob,13,19_29,probably got like sixty percent pixel count probably boob,19-29,9
S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1132,"I don't think anything was wrong with it on my side <pause dur=""short"" /> just maybe the game said that it was down",21,19_29,think anything wrong side pause dur short maybe game said,19-29,10
S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1134,"yeah a problem <vocal desc=""misc"" />",3,19_29,yeah problem vocal desc misc,19-29,5
S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1143,yeah I'd probably be playing that,7,19_29,yeah probably playing,19-29,3
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1156,mm,1,19_29,mm,19-29,1
S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1161,"yeah it is a bit like Turok in here <pause dur=""short"" /> but like this tiny point is where I am",18,19_29,yeah bit like turok pause dur short like tiny point,19-29,10
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1162,yeah the map's pretty big then?,8,19_29,yeah map pretty big,19-29,4
S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1163,"yeah and there's <pause dur=""short"" /> usually people flying but there's not many people here just <unclear>random</unclear> <pause dur=""short"" /> oh there's much more going here <event desc=""sound of computer"" />",22,19_29,yeah pause dur short usually people flying many people unclear random unclear pause dur short oh much going event desc sound computer,19-29,22
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1174,and then you can fire it? oh no way,10,19_29,fire oh way,19-29,3
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1176,oh I bet,3,19_29,oh bet,19-29,2
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1178,oh that's cool,4,19_29,oh cool,19-29,2
S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1181,different sights and stuff,4,19_29,different sights stuff,19-29,3
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1182,oh,1,19_29,oh,19-29,1
S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1185,"there's tons of different guns so there's infiltrators which can go invisible <pause dur=""short"" /> light assaults which have a jet pack <unclear /> which can resurrect people",26,19_29,tons different guns infiltrators go invisible pause dur short light assaults jet pack unclear resurrect people,19-29,16
S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1191,redeploy,1,19_29,redeploy,19-29,1
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1194,"right <pause dur=""short"" /> let's get to where the action is <pause dur=""short"" /> there's a lot of firing here <unclear>I know</unclear>",16,19_29,right pause dur short let get action pause dur short lot firing unclear know unclear,19-29,15
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1196,these maps are humongous,4,19_29,maps humongous,19-29,2
S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1199,"and at every <pause dur=""short"" /> oh I've got a sniper rifle now",11,19_29,every pause dur short oh got sniper rifle,19-29,8
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1200,ooh,1,19_29,ooh,19-29,1
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1204,he can fix things and stuff,6,19_29,fix things stuff,19-29,3
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1208,do they keep getting new staff then for the gear?,11,19_29,keep getting new staff gear,19-29,5
S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1211,"not the whole world but this part is called the Warp Gate and it's <pause dur=""short"" /> we've got one <pause dur=""short"" /> the enemy team have got one <pause dur=""short"" /> and the other enemy team have got one",33,19_29,whole world part called warp gate pause dur short got one pause dur short enemy team got one pause dur short enemy team got one,19-29,25
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1222,<unclear /> weapons,2,19_29,unclear weapons,19-29,2
S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1225,"yeah so <pause dur=""short"" /> this",3,19_29,yeah pause dur short,19-29,4
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1226,that that looks cool,4,19_29,looks cool,19-29,2
S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1229,"I'm get a little fighter <pause dur=""short"" /> and then each faction <trunc>m</trunc> each of the three have got different like vehicles and stuff <pause dur=""short"" /> so this is",24,19_29,get little fighter pause dur short faction trunc trunc three got different like vehicles stuff pause dur short,19-29,18
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1230,oh you're straight in one,6,19_29,oh straight one,19-29,3
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1232,it's really hard to see,6,19_29,really hard see,19-29,3
S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1233,"well <pause dur=""short"" /> feels like my game is bugged where's my HUD? <pause dur=""short"" /> I cannot see",16,19_29,well pause dur short feels like game bugged hud pause dur short cannot see,19-29,14
S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1239,"ah right well I need to have a look at the map <pause dur=""short"" /> I should probably land somewhere <pause dur=""short"" /> woah",18,19_29,ah right well need look map pause dur short probably land somewhere pause dur short woah,19-29,16
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1256,could just choose the <unclear>thing</unclear> just choose <unclear>anything</unclear>,6,19_29,could choose unclear thing unclear choose unclear anything unclear,19-29,9
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1268,okay,1,19_29,okay,19-29,1
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1274,"seriously no good <pause dur=""short"" /> didn't even make it to fight those people",12,19_29,seriously good pause dur short even make fight people,19-29,9
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1276,suppose you got part of it there,7,19_29,suppose got part,19-29,3
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1278,how good's the sniper on this thing?,9,19_29,good sniper thing,19-29,3
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1280,is it fairly easy to kill people with this?,10,19_29,fairly easy kill people,19-29,4
S0192,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1282,two,1,19_29,two,19-29,1
S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,1285,yeah,1,19_29,yeah,19-29,1
